id,str_quote,bln_inactive,,
1231,"I felt better, it felt good being able to talk about my feelings and not being afraid of yelling or hitting by my abuser. ""I felt relief"" ""I feel much better after writing all what I was not allowed to talk to him. ""I know I still have a lot of feelings inside and I want to continue  to take them out. ""I felt relaxed"".",0,,
1232,"This was my first time participating in Windows and it was very interesting. Now I know through art I can see myself and if I want to change, I have to make that choice for me and my children. This workshop was very relaxing.  I never really take time for myself.",0,,
1233,"Doing the art, looking back where we were and where we are now, made me see and feel that I have gotten stronger.  Leaving an abusive partner, I can see and feel like I have more control over my life. If I am to teach my kids anything in life, that is what I want them to learn. To be aware of a healthy relationship and to recognize an unhealthy relationship and to get out of it knowing what will happen if they stay in the relationship.",0,,
1234,The women made very expressive collages and shared a lot of the difficult emotions they have experienced. I was amazed at their courage and honesty in sharing.,0,,
1235,This was something I can take with me. A touchstone of my new beginning where hope exists. On my doubtful days in the future I can hold this & remember that first flicker of hope I found inside. It wasn't dead,,,
\,,,,
after all. I can start over!,0,,,
1236,Working on these collages with the women was an emotional journey. They grew so much individually as well as together as a group. They were able to open up to each other and truly express what they were feeling.,0,,
1237,"Doing the art, looking back where we were and where we are now, made me see and feel that I have gotten stronger.  Leaving an abusive partner, I can see and feel like I have more control over my life. If I am to teach my kids anything in life, that is what I want them to learn. To be aware of a healthy relationship and to recognize an unhealthy relationship and to get out of it knowing what will happen if they stay in the relationship.",0,,
1238,"Doing the art, looking back where we were and where we are now, made me see and feel that I have gotten stronger. If I am to teach my kids anything in life, that is what I want them to learn. To be aware of a healthy relationship and to recognize an unhealthy relationship and to get out of it knowing what will happen if they stay in the relationship.",0,,
